,SECRETARIA,CODIGO_INSTITUCION,NOMBRE_INSTITUCION,COD_DPTO,DEPARTAMENTO,COD_MPIO,MUNICIPIO,NATURALEZA,CERTIFICADO_CALIDAD,LAT,LNG
1116,secretaria de educacion departamental caldas,5512,instituto latinoamericano de educacion idontec,17,caldas,17174,chinchina,privada,no,4.9825,-75.6036
1117,secretaria de educacion departamental santander,8462,academia de idiomas santo angel,68,santander,68655,sabana de torres,privada,no,7.3903,-73.5003
1118,secretaria de educacion municipal de buenaventura,8380,escuela taller de buenaventura,76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
1119,secretaria de educacion municipal de lorica,7656,"fundacion casalud ""funca""",23,cordoba,23417,lorica,privada,no,9.2419,-75.816
1120,secretaria de educacion municipal de cucuta,8436,corporacion tecnologica del norte,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1121,secretaria de educacion departamental nariño,5035,instituto de educacion tecnica inesur,52,nariño,52560,potosi,privada,no,0.8081,-77.5728
1122,secretaria de educacion departamental meta,7805,"institucion de educacion  para el trabajo y el desarrollo  humano ""intecsis""",50,meta,50313,granada,privada,no,6.1442,-75.1853
1123,secretaria de educacion departamental meta,7805,"institucion de educacion  para el trabajo y el desarrollo  humano ""intecsis""",50,meta,50313,granada,privada,no,4.5186,-74.3514
1124,secretaria de educacion departamental meta,7805,"institucion de educacion  para el trabajo y el desarrollo  humano ""intecsis""",50,meta,50313,granada,privada,no,3.5462,-73.7069
1125,secretaria de educacion municipal de palmira,1481,cencab - corporacion educativa nacional colombiana andres bello,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
1126,secretaria de educacion distrito barranquilla,3697,politecnico abrahamico internacional faint,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
1128,secretaria de educacion municipal de pitalito,4651,"centro de enseñanza petrolera y medio ambiente  ""cepma""",41,huila,41551,pitalito,privada,no,1.8539,-76.0514
1129,secretaria de educacion municipal de bucaramanga,7050,corporacion iberoamericana de estudios - cies,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
1130,secretaria de educacion distrito bogota,8298,escuela de salud de bogota,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1131,secretaria de educacion municipal de neiva,629,instituto colombiano de educacion para el trabajo incep,41,huila,41001,neiva,privada,no,2.9275,-75.2875
1132,secretaria de educacion municipal de tulua,8818,enter emprendimiento global s.a.s.,76,valle del cauca,76834,tulua,privada,no,4.0847,-76.1986
1133,secretaria de educacion municipal de villavicencio,5683,universidad cooperativa de colombia,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1134,secretaria de educacion municipal de tunja,2144,the english path center,15,boyaca,15001,tunja,privada,no,5.5403,-73.3614
1135,secretaria de educacion municipal de tulua,1070,institucion educativa discenters,76,valle del cauca,76834,tulua,privada,no,4.0847,-76.1986
1136,secretaria de educacion municipal de medellin,9425,centro de examinacion autorizado para pruebas internacionales test target,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1137,secretaria de educacion distrito cartagena,2387,"escuela dental tecnica ""escudent""",13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
1138,secretaria de educacion municipal de medellin,7094,paramedicos sin fronteras,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1139,secretaria de educacion municipal de rionegro,6884,escuela de idioma headway del oriente,5,antioquia,5615,rionegro,privada,si,6.1551,-75.3737
1140,secretaria de educacion municipal de rionegro,6884,escuela de idioma headway del oriente,5,antioquia,5615,rionegro,privada,si,7.2646,-73.1501
1141,secretaria de educacion municipal de tulua,8819,corporacion latinoamericana de estudios,76,valle del cauca,76834,tulua,privada,no,4.0847,-76.1986
1142,secretaria de educacion departamental cordoba,6094,"instituto de enseñanza y capacitacion de la sabana ""idectsa""",23,cordoba,23815,tuchin,privada,no,9.1858,-75.5553
1143,secretaria de educacion municipal de armenia,869,centro de estudios ipfel,63,quindio,63001,armenia,privada,no,4.5389,-75.6725
1144,secretaria de educacion municipal de armenia,869,centro de estudios ipfel,63,quindio,63001,armenia,privada,no,6.1564,-75.7858
1145,secretaria de educacion municipal de palmira,9189,escuela de capacitacion bomberos palmira,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
1146,secretaria de educacion departamental de antioquia,7675,"comfenalco ""consuelo montoya gil""",5,antioquia,5051,arboletes,privada,no,8.8511,-76.4272
1147,secretaria de educacion departamental sucre,9117,aprende e innova,70,sucre,70215,corozal,privada,no,9.3169,-75.2933
1148,secretaria de educacion distrito barranquilla,579,centro de tecnicas comerciales rapidas tecnicor,8,atlantico,8001,barranquilla,privada,si,10.9639,-74.7964
1149,secretaria de educacion departamental caldas,2103,centro de capacitacion municipal laura pinzon,17,caldas,17873,villamaria,privada,no,5.0456,-75.5153
1150,secretaria de educacion departamental boyaca,6070,"instituto de formacion tecnica ""cencol""",15,boyaca,15516,paipa,privada,no,5.78,-73.1175
1151,secretaria de educacion distrito bogota,9537,ietdh centro de capacitacion simon bolivar,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1152,secretaria de educacion municipal de armenia,2312,instituto tecnico de educacion comfenalco,63,quindio,63001,armenia,privada,no,4.5389,-75.6725
1153,secretaria de educacion municipal de armenia,2312,instituto tecnico de educacion comfenalco,63,quindio,63001,armenia,privada,no,6.1564,-75.7858
1154,secretaria de educacion departamental valle,2202,instituto tecnico comercial e industrial providencia,76,valle del cauca,76248,el cerrito,privada,si,3.6855,-76.3137
1155,secretaria de educacion departamental la guajira,8239,"corporacion educativa ocupacional tecnica empresarial sistematizada ""ceotes""",44,la guajira,44078,barrancas,privada,no,10.9567,-72.7946
1156,secretaria de educacion departamental nariño,7558,instituto de educacion tecnica inesur,52,nariño,52378,la cruz,privada,no,1.6014,-76.9706
1157,secretaria de educacion municipal de villavicencio,5641,olga constanza bernal  arte & diseño,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1158,secretaria de educacion distrito bogota,4071,academia de belleza herman,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1159,secretaria de educacion departamental nariño,7544,instituto de educacion tecnica inesur,52,nariño,52685,san bernardo,privada,no,1.5164,-77.0467
1160,secretaria de educacion departamental nariño,7544,instituto de educacion tecnica inesur,52,nariño,52685,san bernardo,privada,no,4.1786,-74.4231
1161,secretaria de educacion municipal de funza,3923,politecnico de occidente,25,cundinamarca,25286,funza,privada,no,4.7175,-74.2094
1162,secretaria de educacion departamental cordoba,6934,"instituto de enseñanza y capacitacion de la costa ""ideco""",23,cordoba,23672,san antero,privada,no,9.3775,-75.7603
1163,secretaria de educacion distrito bogota,170,fundacion creciendo unidos,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1164,secretaria de educacion municipal de fusagasuga,8723,senior english leraning center,25,cundinamarca,25290,fusagasuga,privada,no,4.3372,-74.3644
1165,secretaria de educacion municipal de tumaco,3133,instituto politecnico universal euro americano,52,nariño,52835,tumaco,privada,no,1.8067,-78.7647
1166,secretaria de educacion distrito barranquilla,621,instituto tecnico carl ros,8,atlantico,8001,barranquilla,privada,si,10.9639,-74.7964
1167,secretaria de educacion departamental cundinamarca,8745,unidad corporativa arkos ltda,25,cundinamarca,25843,villa de san diego de ubate,privada,no,5.3072,-73.8144
1168,secretaria de educacion departamental cordoba,4292,"instituto de capacitacion y formacion educativa""systecom""",23,cordoba,23350,la apartada,privada,no,8.05,-75.3356
1169,secretaria de educacion departamental la guajira,5636,instituto tecnico de la costa inteco,44,la guajira,44279,fonseca,privada,no,10.8858,-72.8481
1170,secretaria de educacion municipal de soledad,9327,instituto tecnico para el trabajo relianz,8,atlantico,8758,soledad,privada,no,10.92,-74.77
1171,secretaria de educacion municipal de villavicencio,8843,instituto de educacion integral lider,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1172,secretaria de educacion municipal de pitalito,7741,juan pablo ii,41,huila,41551,pitalito,privada,no,1.8539,-76.0514
1173,secretaria de educacion municipal de medellin,5905,nueva academia del lenguaje / new language academy,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1174,secretaria de educacion municipal de turbo,8366,colombo darien,5,antioquia,5837,turbo,privada,no,8.0931,-76.7283
1175,secretaria de educacion municipal de medellin,4945,niños en movimiento,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1176,secretaria de educacion departamental cauca,7977,instituto de formacion laboral emprender cauca ifec,19,cauca,19397,la vega,privada,no,2.0008,-76.7778
1177,secretaria de educacion departamental cauca,7977,instituto de formacion laboral emprender cauca ifec,19,cauca,19397,la vega,privada,no,4.9978,-74.3398
1178,secretaria de educacion distrito bogota,490,corporacion de educacion san jorge cesco,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1179,secretaria de educacion municipal de valledupar,4155,instituto alvis,20,cesar,20001,valledupar,privada,no,10.4603,-73.2597
1180,secretaria de educacion municipal de villavicencio,3696,sonis belleza integral,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1181,secretaria de educacion departamental santander,5222,"instituto para el fomento de la educacion y gestion socio ambiental ""ifeges""",68,santander,68895,zapatoca,privada,no,6.815,-73.2683
1182,secretaria de educacion distrito bogota,6712,fundacion politecnico grancolombiano,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1183,secretaria de educacion municipal de neiva,9606,fundacion universitaria maria cano,41,huila,41001,neiva,privada,no,2.9275,-75.2875
1184,secretaria de educacion distrito santa marta,5536,instituto nacional de estetica ine,47,magdalena,47001,santa marta,privada,no,11.2361,-74.2017
1185,secretaria de educacion departamental cauca,2828,centro de servicios y capacitacion comfacauca,19,cauca,19573,puerto tejada,privada,no,3.23,-76.4175
1186,secretaria de educacion municipal de sabaneta,9398,"escuela de formacion de bomberos esfobom, cbvs",5,antioquia,5631,sabaneta,privada,no,6.1508,-75.615
1187,secretaria de educacion departamental tolima,5652,"escuela de educacion tecnica colombiana, eductec colombia s.a.s",73,tolima,73168,chaparral,privada,no,3.7236,-75.4847
1188,secretaria de educacion municipal de villavicencio,6637,centro de capacitacion empresarial y contable del meta,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1189,secretaria de educacion departamental nariño,5039,centro de estudios profesionales andino,52,nariño,52678,samaniego,privada,no,1.3364,-77.5925
1190,secretaria de educacion departamental tolima,5654,conservatorio del tolima escuela de  musica  -libano,73,tolima,73411,libano,oficial,no,4.9206,-75.0611
1191,secretaria de educacion municipal de cali,2668,establecimiento publico del orden municipal instituto popular de cultura i.p.c.,76,valle del cauca,76001,cali,oficial,no,3.44,-76.5197
1192,secretaria de educacion municipal de zipaquira,8547,instituto lamtiz colombia,25,cundinamarca,25899,zipaquira,privada,no,5.0247,-74.0014
1194,secretaria de educacion municipal de facatativa,8334,new horizons language and technical,25,cundinamarca,25269,facatativa,privada,no,4.8147,-74.3553
1195,secretaria de educacion departamental la guajira,8639,"instituto nacional de formacion tecnica para la competencia laboral ""infotcol""",44,la guajira,44650,san juan del cesar,privada,no,10.7708,-73.0031
1196,secretaria de educacion departamental de antioquia,6744,"institucion de educacion para el trabajo y el desarrollo humano ""catolica agropecuaria""",5,antioquia,5390,la pintada,privada,no,5.7419,-75.6053
1197,secretaria de educacion departamental de antioquia,8312,"instituto de educacion comfenalco ""consuelo montoya gil"" retiro",5,antioquia,5607,retiro,privada,no,6.0597,-75.5039
1198,secretaria de educacion municipal de monteria,4068,fundacion casalud,23,cordoba,23001,monteria,privada,no,8.76,-75.8856
1199,secretaria de educacion municipal de fusagasuga,4156,interamerican,25,cundinamarca,25290,fusagasuga,privada,no,4.3372,-74.3644
1200,secretaria de educacion municipal de cartago,3664,jesus ernesto aulestia,76,valle del cauca,76147,cartago,privada,no,4.75,-75.91
1201,secretaria de educacion municipal de cartago,3664,jesus ernesto aulestia,76,valle del cauca,76147,cartago,privada,no,1.5514,-77.1189
1202,secretaria de educacion municipal de medellin,4962,centro colombo americano de medellin,5,antioquia,5001,medellin,privada,si,6.2447,-75.5748
1203,secretaria de educacion municipal de villavicencio,8871,ietdh finstruvial,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1204,secretaria de educacion municipal de yopal,8039,fundacion educar orinoquia - yopal,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
1205,secretaria de educacion departamental cesar,9631,"instituto tecnico comfacesar ""instecom""",20,cesar,20060,bosconia,privada,no,9.9761,-73.8903
1206,secretaria de educacion distrito barranquilla,4482,centro de educacion permanente,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
1207,secretaria de educacion distrito santa marta,3552,"corporacion de estudios tecnicos ocupacional sistematizada ""cetecos""",47,magdalena,47001,santa marta,privada,si,11.2361,-74.2017
1208,secretaria de educacion municipal de villavicencio,7455,instituto system chalx,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1209,secretaria de educacion municipal de pereira,8667,unicert,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1210,secretaria de educacion municipal de sincelejo,7317,"corporacion para el empedramiento y la innovacion social ""ceis""",70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
1211,secretaria de educacion distrito bogota,7290,academia de idiomas smart,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
1212,secretaria de educacion departamental meta,8422,institucion de educacion para el trabajo y el desarrollo humano cofrem - puerto gaitan,50,meta,50568,puerto gaitan,privada,no,4.3142,-72.0825
1213,secretaria de educacion departamental tolima,8853,corporacion universitaria  minuto de dios - uniminuto,73,tolima,73124,cajamarca,privada,no,4.4423,-75.4287
1214,secretaria de educacion distrito bogota,8555,academia americana de idiomas - plaza de las americas wordbee,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
1215,secretaria de educacion departamental cordoba,7493,"centro de estudios administrativos ""ceads""",23,cordoba,23672,san antero,privada,no,9.3775,-75.7603
1216,secretaria de educacion municipal de soledad,8112,"centro de enseñanza en transferencias tecnicas ""cetratec""",8,atlantico,8758,soledad,privada,no,10.92,-74.77
1217,secretaria de educacion departamental cauca,2831,"centro de educacion, capacitacion e investigacion para el desarrollo integral de la comunidad c.e.c.i.d.i.c toribio",19,cauca,19821,toribio,privada,no,2.9548,-76.2684
1218,secretaria de educacion distrito cartagena,8059,alianza canadiense de idiomas,13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
1220,secretaria de educacion distrito barranquilla,9055,fundacion para la formacion integral y el desarrollo social fundein caribe,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
